avatar_name,language,city,date,mobile
turtles1475,french,vilnius,39,0
turtles1475,french,vilnius,26,1
turtles1475,french,vilnius,20,1
turtles1478,finnish,valletta,42,0
turtles1478,finnish,valletta,30,0
turtles1478,finnish,valletta,23,1
turtles1481,croatian,valletta,38,0
turtles1481,croatian,valletta,24,0
turtles1481,croatian,valletta,7,0
turtles1484,french,vilnius,33,1
turtles1484,french,vilnius,32,1
turtles1484,french,vilnius,28,1
turtles1487,slovene,valletta,23,0
turtles1490,slovene,paris,38,0
turtles1490,slovene,paris,33,1
turtles1490,slovene,paris,2,0
turtles1493,lithuanian,madrid,25,0
turtles1496,swedish,madrid,36,0
turtles1496,swedish,madrid,24,0
turtles1499,austrian,copenhagen,43,1
turtles1499,austrian,copenhagen,34,1
turtles1499,austrian,copenhagen,30,0
turtles1499,austrian,copenhagen,15,1
turtles1502,estonian,madrid,24,0
turtles1502,estonian,madrid,9,0
turtles1505,slovene,valletta,42,0
turtles1505,slovene,vienna,31,1
turtles1505,maltese,valletta,18,1
turtles1505,slovene,valletta,8,0
turtles1508,irish,sofia,40,1
turtles1508,irish,sofia,34,1
turtles1508,irish,sofia,17,1
turtles1508,irish,sofia,2,1
turtles1511,austrian,vienna,30,0
turtles1511,austrian,vienna,29,1
turtles1511,austrian,vienna,16,0
turtles1401,czech,valletta,19,0
turtles1401,czech,valletta,18,0
turtles1401,czech,valletta,0,1
turtles1404,danish,paris,34,1
turtles1404,danish,paris,34,0
turtles1404,danish,paris,20,1
turtles1407,french,amsterdam,4,0
turtles1410,dutch,madrid,3,1
turtles1413,hungarian,sofia,29,0
turtles1413,hungarian,sofia,28,0
turtles1413,hungarian,sofia,26,1
turtles1413,hungarian,sofia,7,1
turtles1416,swedish,amsterdam,1,1
turtles1419,lithuanian,madrid,22,0
turtles1422,swedish,sofia,2,0
turtles1425,belgian,vilnius,33,1
turtles1425,belgian,vilnius,30,0
turtles1425,belgian,vilnius,29,1
turtles1425,lithuanian,vilnius,25,0
turtles1428,french,sofia,29,0
turtles1428,french,sofia,28,1
turtles1428,french,sofia,18,1
turtles1428,french,sofia,10,1
turtles1431,bulgarian,vienna,19,1
turtles1434,austrian,rome,43,0
turtles1434,austrian,rome,34,0
turtles1434,austrian,rome,2,1
turtles1437,greek,vienna,39,1
turtles1440,bulgarian,valletta,19,0
turtles1440,bulgarian,valletta,11,0
turtles1440,bulgarian,valletta,1,0
turtles1443,croatian,amsterdam,24,1
turtles1443,croatian,amsterdam,19,0
turtles1443,croatian,amsterdam,12,0
turtles1446,luxembourgish,amsterdam,40,0
turtles1446,luxembourgish,amsterdam,19,0
turtles1446,luxembourgish,amsterdam,8,0
turtles1446,luxembourgish,amsterdam,5,1
turtles1449,hungarian,madrid,41,1
turtles1449,hungarian,madrid,40,1
turtles1452,belgian,copenhagen,30,1
turtles1455,finnish,madrid,31,1
turtles1455,finnish,madrid,10,1
turtles1458,finnish,sofia,23,0
turtles1461,croatian,paris,10,0
turtles1464,cypriot,vienna,34,0
turtles1464,cypriot,vienna,23,0
turtles1464,cypriot,vienna,21,1
turtles1467,romanian,sofia,36,0
turtles1467,romanian,sofia,30,0
turtles1470,belgian,copenhagen,27,1
turtles1470,belgian,copenhagen,8,0
turtles1470,belgian,copenhagen,4,0
turtles1473,finnish,madrid,25,0
turtles1476,slovene,amsterdam,37,0
turtles1476,slovene,amsterdam,30,1
turtles1476,slovene,amsterdam,9,1
turtles1476,slovene,amsterdam,5,0
turtles1479,estonian,valletta,13,1
turtles1482,german,amsterdam,39,1
turtles1482,german,amsterdam,16,0
turtles1485,austrian,madrid,34,1
turtles1488,cypriot,amsterdam,40,1
turtles1488,cypriot,amsterdam,40,1
turtles1491,maltese,sofia,41,1
turtles1491,maltese,sofia,32,1
turtles1491,maltese,sofia,26,1
turtles1491,maltese,sofia,19,0
turtles1494,slovene,paris,37,1
turtles1497,estonian,amsterdam,35,0
turtles1497,estonian,amsterdam,10,0
turtles1500,german,amsterdam,6,1
turtles1503,maltese,copenhagen,41,1
turtles1503,maltese,copenhagen,32,0
turtles1503,maltese,vilnius,18,1
turtles1503,maltese,copenhagen,3,1
turtles1506,maltese,madrid,43,1
turtles1506,maltese,madrid,32,0
turtles1506,maltese,madrid,19,1
turtles1509,greek,copenhagen,32,1
turtles1509,greek,copenhagen,20,0
turtles1509,greek,copenhagen,14,1
turtles1512,belgian,vienna,35,0
turtles1512,belgian,vienna,34,1
turtles1512,belgian,vienna,29,0
turtles1512,belgian,vienna,14,1
turtles1515,luxembourgish,valletta,36,1
turtles1515,luxembourgish,valletta,24,1
turtles1515,luxembourgish,valletta,17,1
turtles1515,luxembourgish,valletta,14,0
turtles1518,maltese,rome,35,0
turtles1518,maltese,rome,23,0
turtles1521,danish,valletta,35,1
turtles1521,danish,valletta,27,1
turtles1521,danish,valletta,23,0
turtles1521,danish,valletta,23,0
turtles1524,luxembourgish,copenhagen,34,0
turtles1527,croatian,sofia,37,1
turtles1527,croatian,sofia,12,1
turtles1527,bulgarian,sofia,8,0
turtles1530,german,amsterdam,43,1
turtles1530,german,amsterdam,41,0
turtles1530,german,amsterdam,35,0
turtles1530,german,amsterdam,29,0
turtles1533,finnish,amsterdam,30,0
turtles1533,finnish,amsterdam,28,0
turtles1536,swedish,rome,36,0
turtles1536,swedish,rome,29,0
turtles1536,swedish,rome,26,1
turtles1536,swedish,rome,24,0
turtles1539,bulgarian,paris,18,1
turtles1539,bulgarian,paris,3,1
turtles1542,bulgarian,rome,2,1
turtles1545,slovene,sofia,39,0
turtles1545,slovene,sofia,16,0
turtles1545,slovene,sofia,5,1
turtles1548,austrian,vilnius,32,1
turtles1551,czech,vienna,22,0
turtles1554,finnish,sofia,36,1
turtles1554,finnish,sofia,35,0
turtles1554,finnish,sofia,27,1
turtles1554,finnish,sofia,6,1
turtles1557,belgian,madrid,9,0
turtles1557,spanish,madrid,6,1
turtles1560,french,vilnius,35,0
turtles1563,dutch,amsterdam,39,1
turtles1563,dutch,amsterdam,3,1
turtles1566,croatian,paris,24,0
turtles1566,croatian,paris,16,0
turtles1569,portuguese,rome,29,0
turtles1569,portuguese,rome,25,1
turtles1572,swedish,paris,38,1
turtles1575,portuguese,amsterdam,24,0
turtles1575,portuguese,amsterdam,1,1
turtles1578,spanish,madrid,36,0
turtles1578,spanish,madrid,29,1
turtles1578,spanish,madrid,27,1
turtles1578,spanish,madrid,23,0
turtles1581,dutch,vilnius,35,1
turtles1581,dutch,vilnius,30,0
turtles1581,dutch,vilnius,16,1
turtles1581,dutch,vilnius,6,0
turtles1584,czech,vilnius,17,1
turtles1587,bulgarian,amsterdam,38,0
turtles1590,maltese,vilnius,36,0
turtles1590,maltese,vilnius,27,0
turtles1593,hungarian,amsterdam,26,1
turtles1596,latvian,sofia,11,0
turtles1599,swedish,madrid,39,0
turtles1602,maltese,copenhagen,40,0
turtles1602,maltese,copenhagen,39,0
turtles1602,maltese,copenhagen,25,0
turtles1602,maltese,copenhagen,18,0
turtles1605,greek,rome,24,0
turtles1605,greek,rome,3,1
turtles1608,dutch,madrid,39,0
turtles1611,dutch,valletta,7,0
turtles1611,dutch,valletta,6,0
turtles1611,dutch,valletta,5,1
turtles1611,dutch,valletta,2,0
turtles1614,latvian,sofia,24,0
turtles1617,swedish,copenhagen,35,1
turtles1617,swedish,madrid,27,1
turtles1617,swedish,madrid,24,1
turtles1620,belgian,madrid,11,0
turtles1623,romanian,amsterdam,37,1
turtles1623,romanian,amsterdam,33,0
turtles1623,romanian,amsterdam,19,0
turtles1623,romanian,amsterdam,3,0
turtles1626,italian,paris,32,0
turtles1626,italian,paris,29,1
turtles1629,swedish,sofia,24,0
turtles1629,swedish,sofia,15,1
turtles1629,swedish,sofia,6,0
turtles1632,latvian,sofia,34,0
turtles1632,latvian,sofia,31,0
turtles1632,latvian,sofia,23,1
turtles1635,dutch,amsterdam,17,0
turtles1635,dutch,amsterdam,1,0
turtles1638,finnish,vilnius,30,0
turtles1638,finnish,vilnius,26,0
turtles1641,danish,sofia,37,0
turtles1641,danish,sofia,22,0
turtles1641,danish,sofia,17,0
turtles1641,danish,sofia,10,1
turtles1644,slovakian,vienna,39,0
turtles1644,slovakian,vienna,29,0
turtles1644,slovakian,vienna,26,1
turtles1644,slovakian,vienna,22,0
turtles1647,austrian,copenhagen,11,1
turtles1647,austrian,copenhagen,4,0
turtles1650,polish,vienna,43,1
turtles1650,polish,vienna,36,0
turtles1655,danish,amsterdam,30,1
turtles1658,austrian,vilnius,39,1
turtles1658,austrian,vilnius,33,1
turtles1658,austrian,vilnius,24,1
turtles1661,czech,copenhagen,2,1
turtles1664,hungarian,amsterdam,43,1
turtles1664,hungarian,amsterdam,37,0
turtles1667,cypriot,valletta,43,0
turtles1667,cypriot,amsterdam,26,1
turtles1667,cypriot,amsterdam,22,0
turtles1667,cypriot,amsterdam,16,0
turtles1670,danish,amsterdam,43,0
turtles1670,danish,amsterdam,27,0
turtles1670,danish,amsterdam,22,1
turtles1670,danish,amsterdam,19,0
turtles1673,belgian,valletta,3,1
turtles1676,czech,madrid,20,1
turtles1676,czech,madrid,17,1
turtles1676,czech,madrid,15,0
turtles1676,czech,madrid,15,0
turtles1679,lithuanian,amsterdam,28,1
turtles1679,lithuanian,amsterdam,22,1
turtles1679,lithuanian,amsterdam,5,0
turtles1682,romanian,vienna,30,1
turtles1685,danish,vilnius,6,0
turtles1688,lithuanian,vienna,28,1
turtles1688,lithuanian,vienna,26,1
turtles1688,lithuanian,vienna,23,1
turtles1688,lithuanian,vienna,17,0
turtles1691,italian,vienna,17,1
turtles1691,italian,vienna,9,0
turtles1694,czech,paris,36,0
turtles1694,czech,paris,4,1
turtles1697,dutch,rome,41,0
turtles1697,dutch,rome,28,1
turtles1697,dutch,rome,20,0
turtles1697,dutch,rome,18,1
turtles1700,austrian,copenhagen,34,0
turtles1703,lithuanian,amsterdam,33,1
turtles1703,lithuanian,amsterdam,19,1
turtles1706,latvian,vienna,24,0
turtles1706,austrian,vienna,13,0
turtles1706,latvian,vienna,8,0
turtles1709,french,valletta,12,0
turtles1712,slovakian,valletta,26,0
turtles1712,slovakian,valletta,12,1
turtles1712,slovakian,valletta,11,0
turtles1715,spanish,copenhagen,38,1
turtles1715,spanish,copenhagen,32,0
turtles1715,spanish,copenhagen,30,1
turtles1715,spanish,copenhagen,25,0
turtles1718,estonian,sofia,25,0
turtles1721,romanian,amsterdam,32,1
turtles1724,dutch,valletta,36,0
turtles1724,dutch,valletta,8,0
turtles1724,dutch,valletta,3,1
turtles1727,german,rome,2,1
turtles1730,lithuanian,paris,42,1
turtles1730,lithuanian,paris,1,0
turtles1733,austrian,madrid,10,1
turtles1733,austrian,madrid,7,0
turtles1736,cypriot,madrid,29,0
turtles1736,cypriot,madrid,6,1
turtles1739,belgian,paris,32,1
turtles1739,belgian,paris,8,0
turtles1739,belgian,paris,5,1
turtles1742,cypriot,paris,12,1
turtles1742,cypriot,paris,11,0
turtles1745,polish,rome,37,1
turtles1745,polish,rome,31,1
turtles1748,dutch,vilnius,42,0
turtles1748,dutch,vilnius,37,1
turtles1748,dutch,vilnius,27,1
turtles1748,dutch,vilnius,12,1
turtles1514,lithuanian,vilnius,39,1
turtles1514,lithuanian,vilnius,5,0
turtles1517,austrian,sofia,35,1
turtles1520,cypriot,amsterdam,15,1
turtles1520,cypriot,amsterdam,15,1
turtles1523,latvian,sofia,32,1
turtles1523,latvian,sofia,29,0
turtles1523,latvian,sofia,17,0
turtles1526,polish,vienna,40,0
turtles1526,polish,vienna,36,1
turtles1526,polish,vienna,8,0
turtles1402,dutch,rome,30,1
turtles1402,dutch,rome,19,1
turtles1402,dutch,rome,16,1
turtles1405,croatian,rome,38,0
turtles1405,croatian,rome,22,1
turtles1405,croatian,rome,14,1
turtles1408,greek,vienna,36,0
turtles1408,greek,vienna,5,1
turtles1408,greek,vienna,4,1
turtles1411,german,vienna,28,0
turtles1411,german,vienna,27,1
turtles1411,german,vienna,6,1
turtles1414,german,amsterdam,35,0
turtles1414,german,amsterdam,33,1
turtles1414,german,amsterdam,3,1
turtles1417,lithuanian,rome,25,1
turtles1420,croatian,paris,33,0
turtles1420,croatian,paris,18,1
turtles1423,belgian,madrid,5,0
turtles1426,austrian,madrid,15,1
turtles1429,lithuanian,amsterdam,11,0
turtles1429,lithuanian,amsterdam,9,0
turtles1432,finnish,madrid,38,0
turtles1432,finnish,madrid,33,0
turtles1432,finnish,madrid,30,0
turtles1435,slovakian,rome,7,0
turtles1438,romanian,vienna,21,1
turtles1441,cypriot,vienna,17,0
turtles1441,cypriot,vienna,12,0
turtles1444,dutch,paris,28,1
turtles1444,dutch,paris,23,1
turtles1444,dutch,paris,23,1
turtles1444,dutch,paris,14,0
turtles1447,lithuanian,rome,35,1
turtles1447,lithuanian,rome,8,0
turtles1447,lithuanian,rome,2,1
turtles1450,bulgarian,copenhagen,17,0
turtles1450,bulgarian,copenhagen,11,0
turtles1453,croatian,copenhagen,33,1
turtles1453,croatian,copenhagen,11,0
turtles1456,irish,vienna,36,1
turtles1456,irish,vienna,7,0
turtles1456,irish,vienna,5,1
turtles1459,latvian,amsterdam,37,0
turtles1459,dutch,amsterdam,36,1
turtles1459,latvian,amsterdam,30,0
turtles1459,latvian,amsterdam,22,1
turtles1462,greek,rome,41,0
turtles1465,french,rome,16,1
turtles1465,french,rome,3,0
turtles1465,french,rome,1,0
turtles1468,romanian,madrid,12,1
turtles1468,romanian,valletta,7,1
turtles1471,belgian,amsterdam,35,1
turtles1471,belgian,amsterdam,7,1
turtles1471,belgian,amsterdam,6,0
turtles1474,danish,amsterdam,33,1
turtles1474,danish,amsterdam,13,0
turtles1477,italian,valletta,38,0
turtles1477,italian,valletta,11,1
turtles1477,italian,valletta,9,0
turtles1477,italian,valletta,6,1
turtles1480,belgian,amsterdam,35,0
turtles1480,belgian,amsterdam,25,1
turtles1480,belgian,amsterdam,19,1
turtles1483,french,copenhagen,21,1
turtles1483,french,sofia,11,1
turtles1483,french,sofia,11,1
turtles1483,french,sofia,8,1
turtles1486,estonian,madrid,21,1
turtles1486,estonian,madrid,14,0
turtles1486,estonian,madrid,14,0
turtles1486,estonian,madrid,2,0
turtles1489,dutch,amsterdam,36,0
turtles1489,dutch,amsterdam,24,0
turtles1489,dutch,amsterdam,4,0
turtles1492,danish,vilnius,26,1
turtles1492,danish,vilnius,22,0
turtles1495,latvian,amsterdam,37,1
turtles1495,latvian,amsterdam,25,0
turtles1495,latvian,amsterdam,23,0
turtles1495,latvian,amsterdam,23,1
turtles1498,portuguese,vienna,23,1
turtles1498,austrian,vienna,18,1
turtles1498,portuguese,vienna,7,1
turtles1501,slovene,sofia,42,0
turtles1501,slovene,sofia,39,1
turtles1501,slovene,sofia,6,0
turtles1504,latvian,rome,35,1
turtles1504,latvian,rome,4,1
turtles1504,latvian,rome,3,0
turtles1504,latvian,rome,0,0
turtles1507,dutch,vilnius,19,0
turtles1507,dutch,vilnius,4,1
turtles1510,belgian,copenhagen,33,0
turtles1510,belgian,copenhagen,27,1
turtles1510,belgian,copenhagen,16,1
turtles1510,belgian,copenhagen,4,1
turtles1513,maltese,vienna,35,0
turtles1513,maltese,vienna,30,0
turtles1513,maltese,vienna,30,1
turtles1516,portuguese,vienna,31,1
turtles1516,portuguese,vienna,11,1
turtles1519,finnish,sofia,29,1
turtles1519,finnish,sofia,18,0
turtles1522,cypriot,sofia,40,0
turtles1522,cypriot,sofia,39,1
turtles1522,cypriot,sofia,38,0
turtles1522,cypriot,sofia,7,1
turtles1525,austrian,rome,28,1
turtles1525,austrian,rome,4,1
turtles1528,swedish,sofia,38,0
turtles1528,swedish,sofia,13,0
turtles1528,swedish,sofia,5,1
turtles1531,belgian,valletta,9,1
turtles1531,belgian,valletta,4,0
turtles1534,french,sofia,35,1
turtles1537,irish,vienna,19,1
turtles1540,spanish,vienna,41,1
turtles1540,spanish,madrid,7,0
turtles1543,luxembourgish,paris,1,1
turtles1546,finnish,sofia,20,0
turtles1549,german,copenhagen,43,1
turtles1549,german,copenhagen,29,0
turtles1549,german,copenhagen,19,0
turtles1549,german,copenhagen,17,0
turtles1552,czech,amsterdam,31,0
turtles1555,german,copenhagen,43,0
turtles1555,german,vilnius,28,0
turtles1558,hungarian,rome,41,0
turtles1558,hungarian,rome,32,1
turtles1558,hungarian,rome,26,0
turtles1561,danish,vilnius,39,1
turtles1561,danish,vilnius,36,0
turtles1561,danish,vilnius,29,1
turtles1561,danish,vilnius,29,0
turtles1564,danish,vilnius,18,1
turtles1567,austrian,copenhagen,9,0
turtles1567,austrian,copenhagen,6,0
turtles1567,austrian,copenhagen,4,0
turtles1567,austrian,copenhagen,3,0
turtles1570,irish,sofia,13,0
turtles1573,spanish,madrid,35,1
turtles1573,spanish,madrid,32,1
turtles1576,swedish,vienna,41,1
turtles1576,swedish,vienna,29,0
turtles1576,swedish,vienna,28,1
turtles1576,swedish,vienna,17,0
turtles1579,hungarian,amsterdam,36,0
turtles1579,hungarian,amsterdam,27,0
turtles1579,hungarian,amsterdam,24,1
turtles1579,hungarian,amsterdam,12,0
turtles1582,croatian,vienna,33,1
turtles1582,croatian,vienna,27,1
turtles1582,croatian,vienna,11,0
turtles1582,croatian,vienna,1,1
turtles1585,portuguese,valletta,36,0
turtles1585,portuguese,valletta,28,0
turtles1585,portuguese,valletta,12,1
turtles1588,hungarian,sofia,43,0
turtles1588,hungarian,sofia,28,1
turtles1591,dutch,vienna,41,1
turtles1594,maltese,valletta,43,1
turtles1529,german,valletta,8,1
turtles1532,czech,copenhagen,38,1
turtles1532,czech,copenhagen,12,0
turtles1535,lithuanian,vienna,38,1
turtles1535,lithuanian,vienna,33,1
turtles1535,lithuanian,vienna,18,0
turtles1535,lithuanian,vienna,12,1
turtles1538,maltese,vienna,20,1
turtles1541,czech,vienna,43,0
turtles1541,czech,vienna,11,0
turtles1544,czech,copenhagen,32,1
turtles1544,czech,copenhagen,28,1
turtles1544,czech,copenhagen,26,1
turtles1547,danish,copenhagen,20,1
turtles1550,latvian,vienna,7,1
turtles1550,latvian,vienna,6,0
turtles1553,hungarian,valletta,22,1
turtles1553,hungarian,valletta,2,0
turtles1556,german,amsterdam,8,0
turtles1559,greek,vienna,26,1
turtles1559,greek,vienna,17,1
turtles1559,greek,vienna,12,1
turtles1562,hungarian,amsterdam,19,1
turtles1562,hungarian,amsterdam,5,1
turtles1565,maltese,madrid,17,0
turtles1565,maltese,madrid,16,1
turtles1565,maltese,madrid,1,1
turtles1565,maltese,madrid,0,1
turtles1568,hungarian,sofia,25,0
turtles1568,hungarian,sofia,16,0
turtles1568,hungarian,sofia,2,0
turtles1571,latvian,valletta,19,0
turtles1574,austrian,rome,30,0
turtles1577,dutch,valletta,7,1
turtles1580,croatian,rome,32,1
turtles1583,greek,vienna,38,1
turtles1583,greek,vienna,16,0
turtles1583,greek,vienna,14,1
turtles1586,hungarian,amsterdam,30,1
turtles1586,hungarian,amsterdam,26,1
turtles1586,hungarian,amsterdam,16,1
turtles1586,hungarian,amsterdam,11,0
turtles1589,austrian,madrid,30,0
turtles1589,austrian,madrid,29,0
turtles1589,austrian,madrid,25,1
turtles1592,maltese,rome,28,0
turtles1592,maltese,rome,2,1
turtles1595,romanian,copenhagen,40,1
turtles1598,polish,vilnius,39,0
turtles1598,polish,vilnius,31,1
turtles1601,spanish,valletta,13,1
turtles1601,spanish,valletta,10,1
turtles1604,italian,rome,13,0
turtles1604,italian,rome,1,1
turtles1607,portuguese,madrid,39,0
turtles1607,portuguese,madrid,23,0
turtles1610,croatian,vienna,23,0
turtles1610,croatian,vienna,10,0
turtles1610,croatian,vienna,6,0
turtles1610,croatian,vienna,3,0
turtles1613,bulgarian,amsterdam,9,0
turtles1616,bulgarian,vilnius,31,1
turtles1616,bulgarian,vilnius,16,0
turtles1616,bulgarian,vilnius,10,1
turtles1616,bulgarian,vilnius,1,0
turtles1619,romanian,valletta,39,1
turtles1619,romanian,valletta,35,0
turtles1622,spanish,madrid,35,0
turtles1622,spanish,madrid,2,0
turtles1622,spanish,madrid,1,1
turtles1625,czech,rome,22,0
turtles1625,czech,rome,4,0
turtles1628,spanish,sofia,40,1
turtles1628,spanish,sofia,32,0
turtles1628,spanish,sofia,30,1
turtles1628,spanish,sofia,12,1
turtles1631,romanian,valletta,36,1
turtles1631,romanian,valletta,35,1
turtles1634,belgian,valletta,39,0
turtles1634,maltese,valletta,32,1
turtles1634,belgian,valletta,27,1
turtles1637,cypriot,vienna,23,1
turtles1637,cypriot,vienna,11,1
turtles1637,cypriot,vienna,0,0
turtles1640,cypriot,vilnius,36,0
turtles1640,cypriot,vilnius,0,1
turtles1643,maltese,vienna,25,1
turtles1643,maltese,vienna,23,0
turtles1643,maltese,vienna,19,1
turtles1643,maltese,vienna,18,1
turtles1646,italian,copenhagen,40,0
turtles1646,italian,copenhagen,23,0
turtles1646,italian,copenhagen,23,1
turtles1646,italian,copenhagen,16,1
turtles1649,latvian,vilnius,37,0
turtles1649,latvian,vilnius,34,0
turtles1649,latvian,vilnius,9,1
turtles1649,latvian,vilnius,0,0
turtles1654,belgian,rome,18,1
turtles1657,romanian,valletta,41,0
turtles1657,romanian,valletta,15,1
turtles1660,bulgarian,vienna,36,1
turtles1660,bulgarian,vienna,32,1
turtles1660,bulgarian,vienna,16,0
turtles1663,french,madrid,13,1
turtles1663,french,madrid,6,1
turtles1663,french,madrid,3,0
turtles1666,finnish,madrid,13,1
turtles1666,finnish,madrid,11,1
turtles1669,italian,copenhagen,24,1
turtles1669,italian,copenhagen,14,0
turtles1669,italian,copenhagen,2,1
turtles1672,french,sofia,18,0
turtles1672,french,sofia,17,0
turtles1672,french,sofia,5,1
turtles1675,romanian,madrid,40,1
turtles1675,romanian,madrid,16,1
turtles1678,croatian,copenhagen,32,0
turtles1678,croatian,copenhagen,28,0
turtles1678,croatian,copenhagen,27,1
turtles1678,croatian,copenhagen,17,1
turtles1681,slovene,vilnius,11,1
turtles1681,slovene,vilnius,3,0
turtles1684,estonian,vienna,42,0
turtles1684,estonian,vienna,30,1
turtles1684,estonian,vienna,24,0
turtles1684,estonian,vienna,18,1
turtles1687,lithuanian,madrid,32,1
turtles1687,lithuanian,madrid,31,0
turtles1687,lithuanian,madrid,14,0
turtles1690,spanish,paris,43,1
turtles1690,spanish,paris,42,0
turtles1690,spanish,paris,3,1
turtles1690,spanish,paris,0,1
turtles1693,greek,madrid,35,0
turtles1693,greek,madrid,28,0
turtles1696,danish,rome,40,0
turtles1696,danish,rome,20,0
turtles1696,danish,rome,15,1
turtles1699,dutch,copenhagen,35,0
turtles1699,dutch,copenhagen,1,0
turtles1702,luxembourgish,sofia,21,1
turtles1702,luxembourgish,sofia,18,0
turtles1705,spanish,rome,36,0
turtles1705,spanish,rome,0,1
turtles1708,luxembourgish,sofia,40,0
turtles1708,luxembourgish,sofia,20,0
turtles1711,lithuanian,copenhagen,11,0
turtles1711,lithuanian,copenhagen,0,0
turtles1714,swedish,copenhagen,42,1
turtles1714,swedish,copenhagen,38,0
turtles1714,swedish,copenhagen,33,0
turtles1714,swedish,copenhagen,4,1
turtles1717,finnish,vilnius,31,0
turtles1717,finnish,vilnius,7,0
turtles1720,slovene,madrid,42,0
turtles1723,swedish,paris,36,0
turtles1723,swedish,paris,32,0
turtles1723,swedish,paris,24,0
turtles1726,swedish,valletta,36,0
turtles1726,swedish,valletta,19,1
turtles1726,swedish,valletta,18,1
turtles1726,swedish,valletta,6,0
turtles1729,greek,sofia,14,1
turtles1732,romanian,sofia,23,1
turtles1735,irish,rome,18,1
turtles1735,irish,rome,18,1
turtles1735,irish,rome,11,0
turtles1735,irish,rome,1,0
turtles1738,polish,vilnius,40,0
turtles1738,polish,vilnius,31,0
turtles1738,polish,vilnius,7,1
turtles1741,maltese,valletta,36,1
turtles1741,maltese,valletta,33,0
turtles1741,maltese,valletta,8,1
turtles1741,maltese,valletta,7,1
turtles1744,slovene,madrid,4,0
turtles1747,slovene,valletta,37,1
turtles1747,slovene,valletta,20,1
turtles1747,slovene,valletta,0,1
turtles1750,spanish,vienna,39,0
turtles1750,spanish,vienna,13,1
turtles1750,spanish,vienna,9,1
turtles1750,spanish,vienna,4,0
turtles1753,czech,vienna,22,0
turtles1753,czech,vienna,13,0
turtles1756,spanish,madrid,39,1
turtles1756,spanish,madrid,33,1
turtles1756,spanish,madrid,6,0
turtles1759,polish,rome,11,1
turtles1762,austrian,vienna,17,1
turtles1765,slovene,vienna,42,1
turtles1765,slovene,vienna,28,1
turtles1765,slovene,vienna,25,0
turtles1765,slovene,vienna,1,0
turtles1768,slovene,rome,33,0
turtles1768,slovene,rome,6,1
turtles1771,slovene,valletta,41,0
turtles1771,slovene,valletta,0,1
turtles1774,estonian,madrid,41,0
turtles1774,estonian,madrid,29,1
turtles1774,estonian,madrid,8,1
turtles1774,estonian,madrid,3,1
turtles1777,croatian,rome,43,0
turtles1777,croatian,rome,8,1
turtles1780,italian,copenhagen,20,1
turtles1780,italian,copenhagen,10,1
turtles1780,italian,copenhagen,3,0
turtles1783,polish,sofia,11,0
turtles1783,polish,sofia,10,1
turtles1786,hungarian,vilnius,41,1
turtles1786,hungarian,vilnius,38,0
turtles1789,czech,sofia,41,0
turtles1789,czech,sofia,27,0
turtles1789,czech,sofia,9,1
turtles1789,czech,sofia,5,0
turtles1792,romanian,sofia,37,1
turtles1792,romanian,sofia,34,1
turtles1792,romanian,sofia,4,0
turtles1792,romanian,sofia,1,0
turtles1795,slovene,copenhagen,27,0
