avatar_name,language,city,date,mobile
turtles2111,estonian,madrid,33,0
turtles2116,slovene,vienna,37,0
turtles2121,czech,paris,35,1
turtles2126,maltese,amsterdam,18,1
turtles2131,polish,valletta,20,0
turtles2136,swedish,amsterdam,27,0
turtles2141,maltese,madrid,23,0
turtles2146,danish,copenhagen,33,1
turtles2151,maltese,valletta,1,1
turtles2156,portuguese,rome,31,0
turtles2161,czech,vienna,41,1
turtles2166,czech,rome,23,1
turtles2171,slovene,amsterdam,3,1
turtles2176,cypriot,rome,41,0
turtles2181,spanish,rome,20,1
turtles2186,greek,paris,22,1
turtles2191,latvian,paris,34,0
turtles2196,czech,rome,31,1
turtles2201,croatian,sofia,24,0
turtles2206,estonian,amsterdam,43,0
turtles2211,swedish,valletta,19,0
turtles2216,bulgarian,sofia,26,0
turtles2221,greek,sofia,22,1
turtles2226,italian,vilnius,11,1
turtles2231,danish,rome,25,1
turtles2236,spanish,copenhagen,23,0
turtles2241,italian,copenhagen,17,0
turtles2246,estonian,valletta,29,0
turtles2251,czech,copenhagen,30,0
turtles2256,italian,amsterdam,7,1
turtles2261,czech,vilnius,20,1
turtles2266,spanish,vilnius,26,1
turtles2271,italian,copenhagen,10,0
turtles2276,slovakian,paris,34,1
turtles2281,cypriot,copenhagen,37,1
turtles2286,cypriot,valletta,4,0
turtles2291,finnish,vienna,23,1
turtles2296,portuguese,vienna,23,0
turtles2301,german,madrid,36,1
turtles2306,dutch,paris,31,1
turtles2311,hungarian,vienna,20,1
turtles2316,danish,vienna,15,1
turtles2321,hungarian,vilnius,21,0
turtles2326,luxembourgish,valletta,10,1
turtles2331,cypriot,madrid,29,1
turtles2336,bulgarian,copenhagen,8,1
turtles2341,slovakian,rome,21,1
turtles2346,portuguese,vienna,0,0
turtles2351,austrian,paris,19,0
turtles2356,czech,madrid,42,0
turtles2361,maltese,amsterdam,10,0
turtles2366,irish,paris,17,0
turtles2371,hungarian,sofia,25,0
turtles2376,french,vilnius,42,0
turtles2381,greek,paris,17,1
turtles2386,croatian,copenhagen,0,1
turtles2391,slovakian,amsterdam,11,1
turtles2396,french,amsterdam,31,0
turtles2401,maltese,copenhagen,12,0
turtles2406,slovene,madrid,1,1
turtles2411,czech,copenhagen,17,0
turtles2416,croatian,vilnius,0,0
turtles2421,czech,sofia,13,1
turtles2426,greek,copenhagen,2,1
turtles2431,czech,vilnius,37,1
turtles2436,bulgarian,sofia,3,0
turtles2441,german,madrid,22,1
turtles2446,greek,copenhagen,26,0
turtles2451,swedish,paris,28,0
turtles2456,slovakian,rome,10,1
turtles2461,cypriot,vilnius,5,1
turtles2466,hungarian,rome,19,0
turtles2471,dutch,rome,31,0
turtles2476,estonian,vienna,5,0
turtles2481,dutch,amsterdam,29,1
turtles2486,belgian,vienna,35,1
turtles2491,slovene,madrid,12,0
turtles2496,german,amsterdam,36,0
turtles2501,greek,rome,33,0
turtles2506,irish,copenhagen,13,1
turtles2511,latvian,amsterdam,43,0
turtles2516,german,vienna,27,1
turtles2521,maltese,sofia,14,0
turtles2526,spanish,sofia,2,1
turtles2531,estonian,copenhagen,12,0
turtles2536,austrian,vienna,19,0
turtles2541,bulgarian,vilnius,37,1
turtles2546,polish,sofia,12,0
turtles2551,maltese,amsterdam,20,0
turtles2104,austrian,copenhagen,27,0
turtles2109,luxembourgish,paris,24,0
turtles2114,cypriot,vienna,33,0
turtles2119,belgian,rome,3,1
turtles2124,portuguese,sofia,41,1
turtles2129,romanian,sofia,26,0
turtles2134,danish,vienna,14,1
turtles2139,austrian,madrid,43,1
turtles2144,portuguese,rome,6,0
turtles2149,polish,paris,30,1
turtles2154,hungarian,sofia,36,1
turtles2159,belgian,copenhagen,7,1
turtles2164,polish,vienna,16,1
turtles2169,danish,vilnius,0,0
turtles2174,luxembourgish,rome,43,1
turtles2179,bulgarian,paris,37,1
turtles2184,croatian,vienna,12,0
turtles2189,belgian,copenhagen,6,1
turtles2194,belgian,madrid,21,1
turtles2199,bulgarian,rome,0,0
turtles2204,bulgarian,rome,15,0
turtles2209,swedish,copenhagen,2,1
turtles2214,polish,copenhagen,12,1
turtles2219,german,copenhagen,8,1
turtles2224,croatian,copenhagen,38,1
turtles2229,romanian,vilnius,37,0
turtles2234,luxembourgish,madrid,1,0
turtles2239,belgian,amsterdam,25,1
turtles2244,irish,copenhagen,37,1
turtles2249,dutch,sofia,35,1
turtles2254,irish,amsterdam,37,1
turtles2259,latvian,copenhagen,5,0
turtles2264,irish,sofia,42,0
turtles2269,austrian,valletta,25,1
turtles2274,french,paris,23,0
turtles2279,cypriot,madrid,27,0
turtles2284,danish,amsterdam,34,0
turtles2289,dutch,rome,19,1
turtles2294,croatian,madrid,26,1
turtles2299,czech,valletta,26,1
turtles2304,romanian,valletta,9,0
turtles2309,bulgarian,valletta,23,1
turtles2314,italian,madrid,2,1
turtles2319,lithuanian,madrid,22,1
turtles2324,estonian,sofia,3,0
turtles2329,czech,paris,42,0
turtles2334,slovene,sofia,16,0
turtles2339,bulgarian,vienna,43,0
turtles2344,slovene,valletta,43,0
turtles2349,czech,vienna,8,0
turtles2354,hungarian,rome,0,1
turtles2359,austrian,rome,18,0
turtles2364,hungarian,vienna,41,0
turtles2369,austrian,sofia,30,0
turtles2374,portuguese,sofia,7,1
turtles2379,danish,copenhagen,4,0
turtles2384,cypriot,copenhagen,35,1
turtles2389,finnish,sofia,38,1
turtles2394,swedish,vienna,22,1
turtles2399,italian,rome,42,0
turtles2404,croatian,valletta,24,1
turtles2409,spanish,madrid,23,1
turtles2414,maltese,madrid,40,0
turtles2419,swedish,vienna,43,0
turtles2424,luxembourgish,sofia,6,0
turtles2429,dutch,amsterdam,26,0
turtles2434,portuguese,vilnius,14,0
turtles2439,italian,amsterdam,13,0
turtles2444,german,sofia,2,1
turtles2449,slovene,amsterdam,20,0
turtles2454,danish,paris,40,0
turtles2459,croatian,rome,6,1
turtles2464,lithuanian,vienna,32,1
turtles2469,czech,sofia,0,0
turtles2474,portuguese,copenhagen,11,0
turtles2479,romanian,vilnius,12,0
turtles2484,spanish,paris,6,0
turtles2489,finnish,vienna,30,0
turtles2494,estonian,vienna,17,1
turtles2499,french,paris,15,0
turtles2504,irish,vilnius,42,1
turtles2509,greek,paris,40,1
turtles2514,greek,vilnius,23,0
turtles2519,spanish,madrid,8,0
turtles2524,slovakian,paris,8,0
turtles2529,czech,rome,11,0
turtles2534,dutch,madrid,42,1
turtles2539,spanish,amsterdam,27,1
turtles2544,estonian,paris,21,1
turtles2549,swedish,copenhagen,17,1
turtles2554,cypriot,vienna,28,0
turtles2102,german,sofia,9,0
turtles2107,german,vienna,4,0
turtles2112,polish,vilnius,40,1
turtles2117,danish,madrid,37,0
turtles2122,belgian,sofia,18,1
turtles2127,cypriot,copenhagen,15,1
turtles2132,greek,rome,37,1
turtles2137,danish,amsterdam,40,1
turtles2142,swedish,madrid,16,1
turtles2147,bulgarian,vilnius,21,0
turtles2152,irish,madrid,23,1
turtles2157,irish,amsterdam,12,0
turtles2162,estonian,amsterdam,23,0
turtles2167,maltese,madrid,42,0
turtles2172,czech,sofia,19,1
turtles2177,hungarian,amsterdam,34,1
turtles2182,cypriot,rome,41,0
turtles2187,cypriot,vilnius,43,1
turtles2192,french,copenhagen,14,0
turtles2197,luxembourgish,madrid,6,0
turtles2202,austrian,paris,13,0
turtles2207,czech,vilnius,34,0
turtles2212,dutch,valletta,14,1
turtles2217,lithuanian,amsterdam,40,1
turtles2222,luxembourgish,copenhagen,41,0
turtles2227,estonian,valletta,6,0
turtles2232,bulgarian,valletta,10,1
turtles2237,dutch,madrid,25,0
turtles2242,irish,amsterdam,29,1
turtles2247,lithuanian,amsterdam,31,1
turtles2252,czech,sofia,34,1
turtles2257,hungarian,copenhagen,3,1
turtles2262,maltese,valletta,38,1
turtles2267,italian,vilnius,22,0
turtles2272,cypriot,valletta,5,0
turtles2277,swedish,vienna,17,1
turtles2282,czech,copenhagen,26,0
turtles2287,dutch,vienna,4,1
turtles2292,cypriot,copenhagen,21,0
turtles2297,polish,vienna,10,1
turtles2302,latvian,sofia,14,0
turtles2307,cypriot,vilnius,0,0
turtles2312,danish,paris,33,1
turtles2317,italian,rome,27,0
turtles2322,romanian,paris,4,1
turtles2327,french,copenhagen,26,0
turtles2332,belgian,rome,40,0
turtles2337,german,valletta,24,1
turtles2342,romanian,vienna,1,0
turtles2347,spanish,copenhagen,21,1
turtles2352,luxembourgish,valletta,41,0
turtles2357,swedish,sofia,42,0
turtles2362,cypriot,rome,2,1
turtles2367,irish,copenhagen,9,0
turtles2372,dutch,valletta,23,1
turtles2377,czech,amsterdam,13,0
turtles2382,greek,rome,33,1
turtles2387,portuguese,amsterdam,0,1
turtles2392,slovakian,valletta,26,0
turtles2397,croatian,amsterdam,30,0
turtles2402,latvian,vilnius,28,0
turtles2407,austrian,madrid,26,1
turtles2412,slovene,rome,15,1
turtles2417,irish,paris,26,0
turtles2422,italian,rome,25,1
turtles2427,czech,copenhagen,43,1
turtles2432,czech,vienna,11,1
turtles2437,maltese,paris,25,1
turtles2442,czech,vienna,22,0
turtles2447,greek,madrid,7,1
turtles2452,bulgarian,vilnius,23,0
turtles2457,cypriot,rome,42,1
turtles2462,hungarian,valletta,38,0
turtles2467,romanian,paris,24,1
turtles2472,portuguese,vilnius,24,0
turtles2477,french,vienna,29,1
turtles2482,french,madrid,34,0
turtles2487,danish,copenhagen,11,1
turtles2492,bulgarian,sofia,17,0
turtles2497,bulgarian,paris,37,0
turtles2502,french,paris,38,0
turtles2507,finnish,rome,33,0
turtles2512,greek,madrid,32,0
turtles2517,cypriot,valletta,42,1
turtles2522,portuguese,rome,39,1
turtles2527,lithuanian,madrid,25,0
turtles2532,irish,paris,24,0
turtles2537,italian,vienna,6,0
turtles2542,cypriot,madrid,2,0
turtles2547,hungarian,vienna,34,0
turtles2552,cypriot,copenhagen,41,0
turtles2565,cypriot,sofia,13,0
turtles2570,greek,copenhagen,6,0
turtles2575,slovakian,vienna,6,0
turtles2580,austrian,copenhagen,15,1
turtles2585,latvian,valletta,6,0
turtles2590,slovene,paris,42,0
turtles2595,estonian,vilnius,9,1
turtles2600,hungarian,rome,20,0
turtles2605,portuguese,sofia,19,1
turtles2610,german,rome,29,1
turtles2615,czech,rome,8,0
turtles2620,cypriot,valletta,28,1
turtles2625,dutch,vienna,24,1
turtles2630,greek,valletta,27,1
turtles2635,slovakian,madrid,9,0
turtles2640,czech,copenhagen,39,0
turtles2645,portuguese,valletta,4,1
turtles2650,greek,rome,14,1
turtles2655,maltese,rome,10,1
turtles2660,spanish,amsterdam,30,0
turtles2665,maltese,rome,3,1
turtles2670,cypriot,copenhagen,35,0
turtles2675,romanian,madrid,20,1
turtles2680,maltese,copenhagen,17,1
turtles2685,belgian,amsterdam,3,0
turtles2690,dutch,paris,7,1
turtles2695,cypriot,paris,2,1
turtles2700,slovene,valletta,34,1
turtles2705,german,madrid,43,0
turtles2710,maltese,amsterdam,8,0
turtles2715,greek,sofia,5,0
turtles2720,bulgarian,paris,1,0
turtles2725,estonian,vilnius,24,0
turtles2730,czech,vienna,1,0
turtles2735,maltese,valletta,12,0
turtles2740,spanish,vienna,8,0
turtles2745,danish,vilnius,19,1
turtles2750,german,valletta,19,0
turtles2755,czech,sofia,15,0
turtles2760,belgian,amsterdam,16,0
turtles2765,romanian,amsterdam,11,1
turtles2770,slovene,vienna,40,0
turtles2775,greek,amsterdam,3,0
turtles2780,belgian,vilnius,36,1
turtles2785,danish,paris,10,1
turtles2790,luxembourgish,rome,39,0
turtles2795,bulgarian,copenhagen,13,0
turtles2800,latvian,vilnius,32,0
turtles2805,spanish,madrid,24,1
turtles2810,polish,madrid,40,0
turtles2815,french,vilnius,9,0
turtles2820,german,copenhagen,2,1
turtles2825,irish,amsterdam,32,1
turtles2830,austrian,madrid,32,0
turtles2835,cypriot,madrid,15,0
turtles2840,swedish,madrid,6,1
turtles2845,slovene,paris,6,0
turtles2850,lithuanian,copenhagen,1,0
turtles2855,swedish,valletta,15,1
turtles2860,italian,amsterdam,30,1
turtles2865,french,vienna,8,0
turtles2870,polish,copenhagen,24,1
turtles2875,swedish,sofia,8,1
turtles2880,hungarian,valletta,37,0
turtles2885,slovakian,vilnius,24,1
turtles2890,irish,sofia,32,1
turtles2895,hungarian,madrid,21,0
turtles2900,czech,amsterdam,15,0
turtles2905,croatian,copenhagen,0,0
turtles2910,hungarian,sofia,36,1
turtles2915,lithuanian,amsterdam,43,0
turtles2920,cypriot,paris,38,1
turtles2925,estonian,rome,23,0
turtles2930,slovakian,paris,13,0
turtles2935,slovene,valletta,19,0
turtles2940,spanish,vilnius,42,0
turtles2945,polish,vilnius,28,1
turtles2950,romanian,madrid,7,0
turtles2955,maltese,vilnius,16,0
turtles2960,finnish,copenhagen,32,1
turtles2965,portuguese,paris,9,0
turtles2970,polish,valletta,12,0
turtles2975,austrian,madrid,34,0
turtles2980,czech,madrid,6,0
turtles2985,maltese,vienna,12,1
turtles2990,hungarian,vilnius,43,1
turtles2995,irish,valletta,36,0
turtles3000,irish,amsterdam,30,0
turtles3005,german,sofia,15,1
turtles3010,bulgarian,paris,40,1
turtles3015,croatian,vilnius,14,1
turtles3020,bulgarian,vilnius,40,0
turtles3025,czech,madrid,32,1
turtles3030,romanian,madrid,10,1
turtles3035,austrian,rome,6,0
turtles3040,french,vienna,5,1
turtles3045,bulgarian,vilnius,1,1
turtles3050,french,valletta,2,1
turtles3055,german,rome,7,1
turtles3060,lithuanian,vienna,12,0
turtles3065,greek,madrid,27,1
turtles3070,portuguese,paris,4,1
turtles3075,estonian,vilnius,26,0
turtles3080,maltese,paris,40,0
turtles3085,croatian,valletta,33,0
turtles3090,cypriot,valletta,27,0
turtles3095,croatian,amsterdam,12,1
turtles2566,hungarian,rome,17,0
turtles2571,irish,vienna,15,1
turtles2576,czech,vilnius,24,1
turtles2581,slovakian,paris,24,0
turtles2586,latvian,copenhagen,21,1
turtles2591,finnish,madrid,5,1
turtles2596,slovene,vienna,9,1
turtles2601,german,madrid,22,1
turtles2606,swedish,amsterdam,43,0
turtles2611,romanian,vilnius,30,1
turtles2616,portuguese,madrid,20,0
turtles2621,lithuanian,paris,16,0
turtles2626,luxembourgish,paris,17,1
turtles2631,spanish,paris,29,0
turtles2636,greek,copenhagen,28,1
turtles2641,austrian,valletta,41,0
turtles2646,finnish,vienna,21,0
turtles2651,portuguese,vilnius,33,1
turtles2656,bulgarian,valletta,38,0
turtles2661,belgian,amsterdam,18,0
turtles2666,cypriot,vilnius,6,1
turtles2671,estonian,amsterdam,31,1
turtles2676,greek,sofia,18,0
turtles2681,bulgarian,amsterdam,8,1
turtles2686,maltese,paris,14,0
turtles2691,belgian,paris,17,0
turtles2696,slovene,rome,28,1
turtles2701,belgian,amsterdam,36,0
turtles2706,lithuanian,paris,11,0
turtles2711,cypriot,vilnius,5,0
turtles2716,swedish,copenhagen,34,0
turtles2721,slovene,madrid,15,0
turtles2726,hungarian,vilnius,28,1
turtles2731,czech,madrid,18,1
turtles2736,latvian,valletta,17,1
turtles2741,latvian,madrid,3,1
turtles2746,romanian,rome,43,0
turtles2751,greek,vilnius,38,1
turtles2756,irish,madrid,5,1
turtles2761,croatian,paris,19,1
turtles2766,estonian,rome,18,1
turtles2771,portuguese,paris,36,0
turtles2776,hungarian,rome,16,1
turtles2781,bulgarian,rome,12,1
turtles2786,bulgarian,copenhagen,22,0
turtles2791,belgian,paris,21,1
turtles2796,swedish,valletta,6,1
turtles2801,slovene,valletta,17,1
turtles2806,polish,madrid,0,0
turtles2811,bulgarian,sofia,20,0
turtles2816,czech,sofia,28,1
turtles2821,irish,valletta,15,0
turtles2826,bulgarian,rome,16,0
turtles2831,greek,vienna,0,1
turtles2836,estonian,amsterdam,16,0
turtles2841,cypriot,vilnius,39,0
turtles2846,czech,sofia,3,1
turtles2851,swedish,amsterdam,14,1
turtles2856,romanian,vilnius,34,1
turtles2861,portuguese,amsterdam,39,1
turtles2866,austrian,sofia,38,0
turtles2871,cypriot,amsterdam,22,1
turtles2876,czech,copenhagen,39,0
turtles2881,romanian,rome,13,0
turtles2886,irish,paris,23,1
turtles2891,dutch,madrid,9,0
turtles2896,croatian,madrid,39,0
turtles2901,cypriot,sofia,41,1
turtles2906,irish,vilnius,0,1
turtles2911,polish,rome,35,1
turtles2916,slovene,rome,8,1
turtles2921,cypriot,valletta,33,0
turtles2926,italian,valletta,23,1
turtles2931,czech,valletta,13,0
turtles2936,austrian,sofia,34,0
turtles2941,hungarian,madrid,30,1
turtles2946,spanish,amsterdam,19,1
turtles2951,lithuanian,valletta,17,1
turtles2956,italian,paris,29,1
turtles2961,polish,madrid,27,0
turtles2966,austrian,rome,37,0
turtles2971,latvian,valletta,1,1
turtles2976,swedish,vienna,18,0
turtles2981,german,madrid,32,1
turtles2986,belgian,valletta,26,1
turtles2991,maltese,sofia,27,1
turtles2996,slovakian,vienna,28,1
turtles3001,croatian,amsterdam,24,1
turtles3006,austrian,vilnius,14,0
turtles3011,belgian,amsterdam,20,1
turtles3016,spanish,valletta,4,1
turtles3021,polish,paris,5,0
turtles3026,bulgarian,vilnius,25,1
turtles3031,hungarian,valletta,38,0
turtles3036,french,amsterdam,42,1
turtles3041,austrian,rome,39,1
turtles3046,belgian,vienna,16,1
turtles3051,polish,valletta,37,1
turtles3056,croatian,rome,31,1
turtles3061,belgian,copenhagen,20,0
turtles3066,italian,sofia,22,1
turtles3071,danish,copenhagen,24,0
turtles3076,czech,valletta,13,0
turtles3081,maltese,copenhagen,12,1
turtles3086,italian,valletta,13,1
turtles3091,finnish,rome,1,1
turtles3096,czech,rome,10,1
turtles2567,romanian,amsterdam,14,1
turtles2572,slovene,paris,11,1
turtles2577,luxembourgish,rome,13,0
turtles2582,bulgarian,copenhagen,23,0
turtles2587,maltese,paris,31,1
turtles2592,belgian,copenhagen,5,1
turtles2597,czech,amsterdam,12,0
turtles2602,hungarian,vilnius,18,0
turtles2607,austrian,rome,27,1
turtles2612,belgian,sofia,22,1
turtles2617,swedish,rome,7,0
turtles2622,latvian,sofia,4,0
turtles2627,french,copenhagen,36,0
turtles2632,dutch,sofia,39,0
turtles2637,slovene,copenhagen,41,1
turtles2642,dutch,copenhagen,17,0
turtles2647,croatian,paris,24,1
turtles2652,cypriot,valletta,17,0
turtles2657,czech,paris,29,1
turtles2662,french,amsterdam,33,1
turtles2667,portuguese,vilnius,21,1
turtles2672,maltese,amsterdam,17,0
turtles2677,slovakian,paris,7,1
turtles2682,slovakian,paris,31,1
turtles2687,estonian,vienna,23,1
turtles2692,polish,amsterdam,10,1
turtles2697,slovakian,copenhagen,41,1
turtles2702,danish,sofia,35,1
turtles2707,polish,vienna,32,1
turtles2712,dutch,paris,32,0
turtles2717,finnish,vilnius,1,1
turtles2722,hungarian,amsterdam,25,1
turtles2727,maltese,vilnius,24,1
turtles2732,bulgarian,vienna,21,1
turtles2737,danish,vienna,14,1
turtles2742,irish,rome,20,1
turtles2747,cypriot,amsterdam,31,1
turtles2752,romanian,copenhagen,4,0
turtles2757,romanian,madrid,17,0
turtles2762,bulgarian,vilnius,10,0
turtles2767,italian,amsterdam,40,0
turtles2772,finnish,valletta,16,0
turtles2777,lithuanian,amsterdam,26,1
turtles2782,maltese,paris,22,1
turtles2787,slovakian,sofia,14,0
turtles2792,portuguese,rome,37,0
turtles2797,cypriot,copenhagen,7,1
turtles2802,dutch,madrid,30,1
turtles2807,german,sofia,15,1
turtles2812,luxembourgish,madrid,31,1
turtles2817,czech,valletta,23,1
turtles2822,lithuanian,vienna,4,1
turtles2827,french,amsterdam,39,1
turtles2832,greek,valletta,37,0
turtles2837,latvian,vilnius,13,1
turtles2842,maltese,sofia,31,0
turtles2847,maltese,amsterdam,10,1
turtles2852,polish,vilnius,38,0
turtles2857,belgian,paris,3,0
turtles2862,slovene,vienna,40,0
turtles2867,croatian,copenhagen,31,0
turtles2872,swedish,valletta,26,1
turtles2877,dutch,copenhagen,43,1
turtles2882,luxembourgish,copenhagen,36,1
turtles2887,dutch,paris,3,0
turtles2892,bulgarian,sofia,36,0
turtles2897,croatian,copenhagen,21,0
turtles2902,finnish,paris,2,1
turtles2907,lithuanian,copenhagen,16,0
turtles2912,irish,vilnius,33,0
turtles2917,spanish,amsterdam,39,0
turtles2922,austrian,sofia,37,1
turtles2927,portuguese,vienna,29,0
turtles2932,estonian,rome,7,0
turtles2937,spanish,rome,3,1
turtles2942,spanish,copenhagen,34,1
turtles2947,maltese,valletta,11,0
turtles2952,austrian,vienna,24,0
turtles2957,greek,valletta,41,1
turtles2962,estonian,paris,20,1
turtles2967,czech,vienna,18,1
turtles2972,cypriot,rome,0,1
